Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
112356321,000001A6,false,Rx,0,8,02,00,00,00,00,00,E4,F6,
112360291,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
112361296,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
112362289,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
112363294,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
112386310,000000A8,false,Rx,0,8,7C,DA,02,D0,02,1F,03,02,
112388286,000001B4,false,Rx,0,8,00,10,E2,F5,16,30,FC,E1,
112389283,000000AA,false,Rx,0,8,27,8A,02,00,C7,0D,80,9A,
112396294,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
112400283,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,9F,99,
112402281,00000130,false,Rx,0,5,45,42,39,BF,AE,00,00,00,
112412297,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112413278,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
112414279,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112424294,000001D0,false,Rx,0,8,46,43,6D,C6,3C,94,3D,B2,
112437319,000000C0,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
112456279,00000200,false,Rx,0,8,40,81,FC,02,00,00,00,00,
112457262,000001A6,false,Rx,0,8,02,00,00,00,00,00,74,F8,
112460273,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
112461270,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
112462267,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
112462273,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
112486267,000000A8,false,Rx,0,8,17,A5,02,A0,02,1F,03,02,
112488253,000001B4,false,Rx,0,8,00,10,E2,F6,16,30,FC,E2,
112489251,000000AA,false,Rx,0,8,74,B5,01,00,EA,0D,80,9A,
112490248,000000BE,false,Rx,0,5,0F,FF,FF,85,FF,00,00,00,
112492254,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
112494250,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
112496247,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
112498248,0000019E,false,Rx,0,8,00,ED,E0,FC,F0,00,00,5C,
112500255,000001A0,false,Rx,0,8,00,80,00,D0,FE,F4,EF,D6,
112502256,00000130,false,Rx,0,5,45,42,39,BF,C0,00,00,00,
112507243,000004F0,false,Rx,0,8,72,42,FF,01,00,30,84,00,
112512254,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112513244,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112524257,000001D0,false,Rx,0,8,46,43,6E,C6,D2,94,3D,B2,
112543259,000001D2,false,Rx,0,6,E1,0F,FF,8D,F0,FF,00,00,
112546240,000001FC,false,Rx,0,2,A7,03,00,00,00,00,00,00,
112556248,000001A6,false,Rx,0,8,02,00,00,00,00,00,04,FA,
112560234,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
112561233,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
112562236,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
112562241,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
112586243,000000A8,false,Rx,0,8,71,50,02,50,02,1F,03,02,
112588232,000001B4,false,Rx,0,8,00,10,E2,F7,16,30,FC,E3,
112589220,000000AA,false,Rx,0,8,95,00,02,00,C0,0D,80,9A,
112594228,000004F2,false,Rx,0,8,73,42,FF,01,00,00,00,00,
112596223,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
112600229,000001A0,false,Rx,0,8,00,80,00,B0,FE,F7,4F,19,
112602216,00000130,false,Rx,0,5,45,42,39,BF,D1,00,00,00,
112612231,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112613221,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112624227,000001D0,false,Rx,0,8,46,43,60,C6,6A,95,3D,B2,
112637219,000000C0,false,Rx,0,2,F8,FF,00,00,00,00,00,00,
112656218,00000200,false,Rx,0,8,40,81,FC,03,00,00,00,00,
112657198,000001A6,false,Rx,0,8,02,00,00,00,00,00,94,FB,
112660209,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
112661205,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
112661211,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
112662209,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
112664197,00000328,false,Rx,0,6,98,AC,1D,00,16,20,00,00,
112681209,000004F3,false,Rx,0,8,78,42,FF,01,FF,FF,FF,FF,
112686206,000000A8,false,Rx,0,8,79,5A,01,50,01,1F,03,02,
112688197,000001B4,false,Rx,0,8,00,10,E2,F8,16,30,FC,E4,
112689193,000000AA,false,Rx,0,8,01,4A,02,00,E2,0D,80,9A,
112690188,000000BE,false,Rx,0,5,AF,FF,FF,86,FF,00,00,00,
112692195,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
112694194,000000C8,false,Rx,0,6,00,80,FD,00,80,32,00,00,
112696188,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
112698186,0000019E,false,Rx,0,8,00,ED,90,FC,F0,00,00,0C,
112700199,000001A0,false,Rx,0,8,00,80,00,60,FE,F7,9F,19,
112702192,00000130,false,Rx,0,5,45,42,39,BF,E2,00,00,00,
112712187,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112713181,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112725190,000001D0,false,Rx,0,8,46,43,61,C6,03,96,3D,B2,
112743188,000001D2,false,Rx,0,6,E1,0F,FF,9D,F0,FF,00,00,
112746179,000001FC,false,Rx,0,2,A8,03,00,00,00,00,00,00,
112756179,000001A6,false,Rx,0,8,02,00,00,00,00,00,24,FD,
112768188,000004F8,false,Rx,0,8,00,42,FF,01,FF,FF,FF,FF,
112785169,0000024A,false,Rx,0,2,06,FF,00,00,00,00,00,00,
112786160,000000A8,false,Rx,0,8,96,65,02,60,02,1F,03,02,
112788164,000001B4,false,Rx,0,8,00,10,E2,F9,16,30,FC,E5,
112789160,000000AA,false,Rx,0,8,D2,E5,01,00,18,0E,80,9A,
112796168,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
112800157,000001A0,false,Rx,0,8,00,80,00,D0,FE,F4,EF,D6,
112802163,00000130,false,Rx,0,5,45,42,39,BF,F3,00,00,00,
112812160,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112813156,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112825160,000001D0,false,Rx,0,8,46,43,62,C6,99,96,3D,B2,
112837161,000000C0,false,Rx,0,2,F9,FF,00,00,00,00,00,00,
112842150,00000480,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
112847149,000005C0,false,Rx,0,8,04,00,32,FF,FF,FF,F0,FF,
112849143,00000338,false,Rx,0,8,61,00,20,F0,00,FE,FE,FE,
112856139,000001A6,false,Rx,0,8,02,00,00,00,00,00,B4,FE,
112857145,00000200,false,Rx,0,8,40,81,FC,04,00,00,00,00,
112864145,00000580,false,Rx,0,8,04,11,04,01,05,FF,00,F0,
112876149,00000306,false,Rx,0,2,00,F0,00,00,00,00,00,00,
112886155,000000A8,false,Rx,0,8,D0,00,02,00,02,1F,03,02,
112888132,000001B4,false,Rx,0,8,00,10,E2,FA,16,30,FC,E6,
112889138,000000AA,false,Rx,0,8,3F,20,01,00,49,0E,80,9B,
112890140,000000BE,false,Rx,0,5,5F,FF,FF,87,FF,00,00,00,
112892138,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
112894130,000000C8,false,Rx,0,6,00,80,FD,00,80,52,00,00,
112896139,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
112898132,0000019E,false,Rx,0,8,00,ED,40,FC,F0,00,00,BB,
112900128,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,4F,39,
112901125,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
112903127,0000026E,false,Rx,0,8,00,40,40,50,FF,FF,FF,FF,
112904127,00000130,false,Rx,0,5,45,42,39,BF,04,00,00,00,
112905132,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
112912142,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112913129,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
112925139,000001D0,false,Rx,0,8,46,43,63,C6,2C,97,3D,B2,
112926116,000004C0,false,Rx,0,8,41,42,FF,01,00,01,FA,02,
112943134,000001D2,false,Rx,0,6,E1,0F,FF,AD,F0,FF,00,00,
112946115,000001FC,false,Rx,0,2,A9,03,00,00,00,00,00,00,
112956138,000001A6,false,Rx,0,8,02,00,00,00,00,00,44,F0,
112957117,0000032E,false,Rx,0,8,FF,FF,FF,7F,FF,FF,FF,FF,
112962120,00000314,false,Rx,0,3,11,02,FF,00,00,00,00,00,
112974147,000005E0,false,Rx,0,8,11,FF,FF,01,FF,FF,FC,FF,
112986116,000000A8,false,Rx,0,8,7A,DA,01,D0,01,1F,03,02,
112988105,000001B4,false,Rx,0,8,00,10,E2,FB,16,30,FC,E7,
112989097,000000AA,false,Rx,0,8,2B,2A,01,00,2B,0E,80,9B,
112990100,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
112996108,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113000102,000001A0,false,Rx,0,8,00,80,00,A0,FE,F9,9F,5B,
113002096,00000130,false,Rx,0,5,45,42,39,BF,15,00,00,00,
113010103,000004C1,false,Rx,0,8,43,52,FE,01,FF,FF,FF,FF,
113012099,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113013097,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113025100,000001D0,false,Rx,0,8,46,43,64,C6,B9,97,3D,B2,
113031086,000003BE,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
113033095,000002A0,false,Rx,0,8,88,88,88,01,02,60,00,20,
113034084,000002FC,false,Rx,0,7,80,01,05,FF,FF,FF,FF,00,
113037083,000000C0,false,Rx,0,2,FA,FF,00,00,00,00,00,00,
113056091,000001A6,false,Rx,0,8,02,00,00,00,00,00,D4,F1,
113057090,00000200,false,Rx,0,8,40,81,FC,00,00,00,00,00,
113058090,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
113086089,000000A8,false,Rx,0,8,15,A5,01,A0,01,1F,03,02,
113088076,000001B4,false,Rx,0,8,00,10,E2,FC,16,30,FC,E8,
113089071,000000AA,false,Rx,0,8,34,25,01,00,3A,0E,80,9A,
113090076,000000BE,false,Rx,0,5,0F,FF,FF,88,FF,00,00,00,
113092078,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
113094074,000000C8,false,Rx,0,6,00,80,FD,00,80,72,00,00,
113095079,000004C3,false,Rx,0,8,44,42,FF,01,FF,FF,FF,FF,
113096072,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113098075,0000019E,false,Rx,0,8,00,ED,E0,FC,F0,00,00,5C,
113100071,000001A0,false,Rx,0,8,00,80,00,A0,FE,F4,EF,A6,
113102069,00000130,false,Rx,0,5,45,42,39,BF,26,00,00,00,
113103071,000003BD,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
113104066,000000E6,false,Rx,0,8,80,FF,E7,FC,FF,FF,FF,FF,
113105065,000000EE,false,Rx,0,8,80,FF,E7,FC,FF,FF,FF,FF,
113112073,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113113063,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113126063,000001D0,false,Rx,0,8,46,43,65,C6,40,98,3D,B2,
113136056,0000032A,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
113143058,000001D2,false,Rx,0,6,E1,0F,FF,BD,F0,FF,00,00,
113146061,000001FC,false,Rx,0,2,AA,03,00,00,00,00,00,00,
113156053,000001A6,false,Rx,0,8,02,00,00,00,00,00,64,F3,
113157054,000002D5,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
113174057,000005E0,false,Rx,0,8,11,FF,FF,02,FF,FF,FC,FF,
113186050,000000A8,false,Rx,0,8,AF,70,01,70,01,1F,03,02,
113188044,000001B4,false,Rx,0,8,00,10,E2,FD,16,30,FC,E9,
113189041,000000AA,false,Rx,0,8,17,40,01,00,02,0E,80,9A,
113194051,000004C4,false,Rx,0,8,45,42,FF,01,FF,FF,FF,FF,
113196043,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113200037,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,4F,46,
113202033,00000130,false,Rx,0,5,45,42,39,BF,37,00,00,00,
113212041,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113213035,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113226043,000001D0,false,Rx,0,8,46,43,66,C6,C7,98,3D,B2,
113237030,000000C0,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
113256026,000001A6,false,Rx,0,8,02,00,00,00,00,00,F4,F4,
113257029,00000200,false,Rx,0,8,40,81,FC,01,00,00,00,00,
113280025,000002E6,false,Rx,0,8,4C,3C,07,32,20,FF,FF,FF,
113283009,00000581,false,Rx,0,8,40,4D,00,0D,FF,FF,FF,FF,
113285020,000004C5,false,Rx,0,8,60,42,FF,FF,FF,FF,FF,FF,
113286014,000000A8,false,Rx,0,8,79,D9,01,D0,01,1F,03,02,
113288012,000000AA,false,Rx,0,8,FD,2A,01,00,FF,0D,80,9A,
113289006,000001B4,false,Rx,0,8,00,10,E2,FE,16,30,FC,EA,
113290013,000000BE,false,Rx,0,5,AF,FF,FF,89,FF,00,00,00,
113292010,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
113294016,000000C8,false,Rx,0,6,00,80,FD,00,80,92,00,00,
113296011,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113298014,0000019E,false,Rx,0,8,00,ED,90,FC,F0,00,00,0C,
113300003,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,9F,96,
113302009,00000130,false,Rx,0,5,45,42,39,BF,48,00,00,00,
113312007,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113313000,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113326007,000001D0,false,Rx,0,8,46,43,67,C6,4E,99,3D,B2,
113337997,00000596,false,Rx,0,8,40,41,01,31,FF,FF,FF,FF,
113343004,000001D2,false,Rx,0,6,E1,0F,FF,CD,F0,FF,00,00,
113345994,000001B6,false,Rx,0,7,FF,FF,3C,28,99,00,47,00,
113346991,000001FC,false,Rx,0,2,AB,03,00,00,00,00,00,00,
113356001,000001A6,false,Rx,0,8,02,00,00,00,00,00,84,F6,
113369007,000004E0,false,Rx,0,8,62,42,FF,01,FF,FF,FF,FF,
113373996,000002BA,false,Rx,0,5,00,00,00,00,20,00,00,00,
113386004,000000A8,false,Rx,0,8,54,C4,01,C0,01,1F,03,02,
113387981,000000AA,false,Rx,0,8,41,45,01,00,27,0E,80,9A,
113388985,000001B4,false,Rx,0,8,00,10,E2,F0,16,30,FC,DC,
113395993,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113399980,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,EF,E6,
113401973,00000130,false,Rx,0,5,45,42,39,BF,59,00,00,00,
113411998,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113412979,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113425988,000001D0,false,Rx,0,8,46,43,68,C6,D7,99,3D,B2,
113436992,000000C0,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
113440974,000002E6,false,Rx,0,8,4C,3C,07,32,20,FF,FF,FF,
113455984,000001A6,false,Rx,0,8,02,00,00,00,00,00,14,F8,
113456961,00000200,false,Rx,0,8,40,81,FC,02,00,00,00,00,
113458965,000004E2,false,Rx,0,8,64,42,FF,01,FF,FF,FF,FF,
113482972,00000581,false,Rx,0,8,40,61,00,0D,FF,FF,FF,FF,
113485958,000000A8,false,Rx,0,8,5E,CE,01,C0,01,1F,03,02,
113487948,000000AA,false,Rx,0,8,14,20,01,00,1F,0E,80,9A,
113488955,000001B4,false,Rx,0,8,00,10,E2,F1,16,30,FC,DD,
113489948,000000BE,false,Rx,0,5,5F,FF,FF,8A,FF,00,00,00,
113491956,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
113493952,000000C8,false,Rx,0,6,00,80,FD,00,80,B2,00,00,
113495945,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113497944,0000019E,false,Rx,0,8,00,ED,40,FC,F0,00,00,BB,
113499944,000001A0,false,Rx,0,8,00,80,00,A0,FE,F7,4F,09,
113501941,00000130,false,Rx,0,5,45,42,39,BF,6A,00,00,00,
113511944,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113512948,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113527943,000001D0,false,Rx,0,8,46,43,69,C6,61,9A,3D,B2,
113542957,000001D2,false,Rx,0,6,E1,0F,FF,DD,F0,FF,00,00,
113545941,000001FC,false,Rx,0,2,AC,03,00,00,00,00,00,00,
113553939,000004E4,false,Rx,0,8,65,42,FF,01,FF,FF,FF,FF,
113555933,000001A6,false,Rx,0,8,02,00,00,00,00,00,A4,F9,
113585938,000000A8,false,Rx,0,8,59,C9,01,C0,01,1F,03,02,
113587917,000000AA,false,Rx,0,8,2B,6A,01,00,EC,0D,80,9A,
113588924,000001B4,false,Rx,0,8,00,10,E2,F2,16,30,FC,DE,
113595925,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113599926,000001A0,false,Rx,0,8,00,80,00,00,FF,F4,9F,B6,
113600917,000002E6,false,Rx,0,8,4C,3C,07,32,20,FF,FF,FF,
113601911,00000130,false,Rx,0,5,45,42,39,BF,7B,00,00,00,
113611935,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113612916,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113626928,000001D0,false,Rx,0,8,46,43,6A,C6,EB,9A,3D,B2,
113636923,000000C0,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
113640912,000004E5,false,Rx,0,8,67,42,FF,01,FF,FF,FF,FF,
113654919,000001A6,false,Rx,0,8,02,00,00,00,00,00,34,FB,
113656903,00000200,false,Rx,0,8,40,81,FC,03,00,00,00,00,
113659903,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
113660892,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
113661904,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
113661910,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
113663893,00000328,false,Rx,0,6,99,AC,1D,00,16,20,00,00,
113682896,00000581,false,Rx,0,8,40,5D,00,0D,FF,FF,FF,FF,
113685897,000000A8,false,Rx,0,8,55,44,02,40,02,1F,03,02,
113687885,000000AA,false,Rx,0,8,46,65,01,00,0C,0E,80,9A,
113688896,000001B4,false,Rx,0,8,00,10,E2,F3,16,30,FC,DF,
113689897,000000BE,false,Rx,0,5,0F,FF,FF,8B,FF,00,00,00,
113691888,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
113693892,000000C8,false,Rx,0,6,00,80,FD,00,80,D2,00,00,
113695891,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113697887,0000019E,false,Rx,0,8,00,ED,E0,FC,F0,00,00,5C,
113699886,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,EF,E9,
113701884,00000130,false,Rx,0,5,45,42,39,BF,8C,00,00,00,
113711878,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113712883,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113726884,000001D0,false,Rx,0,8,46,43,6B,C6,77,9B,3D,B2,
113728877,000004E7,false,Rx,0,8,6D,52,FF,01,FF,FF,FF,FF,
113742884,000001D2,false,Rx,0,6,E1,0F,FF,ED,F0,FF,00,00,
113745876,000001FC,false,Rx,0,2,AD,03,00,00,00,00,00,00,
113755879,000001A6,false,Rx,0,8,02,00,00,00,00,00,C4,FC,
113785882,000000A8,false,Rx,0,8,9E,EE,01,E0,01,1F,03,02,
113787856,000000AA,false,Rx,0,8,53,70,01,00,0E,0E,80,9A,
113788858,000001B4,false,Rx,0,8,00,10,E2,F4,16,30,FC,E0,
113795855,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113799857,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,4F,39,
113801860,00000130,false,Rx,0,5,45,42,39,BF,9D,00,00,00,
113811864,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113812845,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113823863,000004ED,false,Rx,0,8,6E,52,FF,01,FF,FF,FF,FF,
113826842,000001D0,false,Rx,0,8,47,43,6C,C6,02,9C,3D,B2,
113836869,000000C0,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
113849863,00000338,false,Rx,0,8,41,01,02,F0,00,FE,FE,FE,
113855848,000001A6,false,Rx,0,8,02,00,00,00,00,00,54,FE,
113856844,00000200,false,Rx,0,8,40,81,FC,04,00,00,00,00,
113875853,00000306,false,Rx,0,2,00,F0,00,00,00,00,00,00,
113884838,00000581,false,Rx,0,8,40,5B,00,0D,FF,FF,FF,FF,
113886832,000000A8,false,Rx,0,8,7A,59,02,50,02,1F,03,02,
113887835,000000AA,false,Rx,0,8,73,B9,01,00,E5,0D,80,9A,
113888823,000001B4,false,Rx,0,8,00,10,E2,F5,16,30,FC,E1,
113889826,000000BE,false,Rx,0,5,AF,FF,FF,8C,FF,00,00,00,
113891828,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
113893820,000000C8,false,Rx,0,6,00,80,FD,00,80,F2,00,00,
113895828,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113897831,0000019E,false,Rx,0,8,00,ED,90,FC,F0,00,00,0C,
113899822,000001A0,false,Rx,0,8,00,80,00,B0,FE,F4,9F,66,
113900826,00000172,false,Rx,0,5,41,01,02,60,F0,00,00,00,
113901826,00000130,false,Rx,0,5,45,42,39,BF,AE,00,00,00,
113902826,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
113904827,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
113907822,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
113908822,00000338,false,Rx,0,8,61,00,20,F0,00,FE,FE,FE,
113911823,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113912827,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
113927820,000001D0,false,Rx,0,8,47,43,6D,C6,8F,9C,3D,B2,
113939820,000002EA,false,Rx,0,8,FF,00,00,FF,A3,FF,FF,FF,
113940812,00000242,false,Rx,0,3,00,F0,FC,00,00,00,00,00,
113941811,000002E6,false,Rx,0,8,00,00,00,32,A0,FF,FF,FF,
113942813,000001D2,false,Rx,0,6,E1,0F,FF,0D,F0,FF,00,00,
113945809,000001FC,false,Rx,0,2,AE,03,00,00,00,00,00,00,
113955808,000001A6,false,Rx,0,8,02,00,00,00,00,00,E4,FF,
113956801,0000032E,false,Rx,0,8,FF,FF,FF,7F,FF,FF,FF,FF,
113985811,000000A8,false,Rx,0,8,D4,04,02,00,02,1F,03,02,
113987792,000000AA,false,Rx,0,8,64,94,01,00,FB,0D,80,9A,
113988794,000001B4,false,Rx,0,8,00,10,E2,F6,16,30,FC,E2,
113989795,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
113995791,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
113999797,000001A0,false,Rx,0,8,00,80,00,E0,FE,F7,EF,E9,
114001799,00000130,false,Rx,0,5,45,42,39,BF,C0,00,00,00,
114006801,000004F0,false,Rx,0,8,72,42,FF,01,00,30,84,00,
114011794,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
114012783,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
114027796,000001D0,false,Rx,0,8,47,43,6E,C6,1F,9D,3D,B2,
114036790,000000C0,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
114055779,000001A6,false,Rx,0,8,02,00,00,00,00,00,74,F1,
114056782,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
114057852,00000200,false,Rx,0,8,40,81,FC,00,00,00,00,00,
114066850,00000332,false,Rx,0,2,56,82,00,00,00,00,00,00,
114079848,000002F0,false,Rx,0,2,34,F0,00,00,00,00,00,00,
114085843,000000A8,false,Rx,0,8,DE,0E,02,00,02,1F,03,02,
114086846,00000581,false,Rx,0,8,40,4C,00,0D,FF,FF,FF,FF,
114088845,000000AA,false,Rx,0,8,4E,70,01,00,09,0E,80,9A,
114089843,000001B4,false,Rx,0,8,00,10,E2,F7,16,30,FC,E3,
114090844,000000BE,false,Rx,0,5,5F,FF,FF,8D,FF,00,00,00,
114091842,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
114093843,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
114094843,000004F2,false,Rx,0,8,73,42,FF,01,00,00,00,00,
114095844,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
114097841,0000019E,false,Rx,0,8,00,ED,40,FC,F0,00,00,BB,
114099843,000001A0,false,Rx,0,8,00,80,00,D0,FE,F7,4F,39,
114100840,000002EA,false,Rx,0,8,FF,00,00,FF,A3,FF,FF,FF,
114101841,00000130,false,Rx,0,5,45,42,39,BF,D1,00,00,00,
114102842,00000242,false,Rx,0,3,00,F0,FC,00,00,00,00,00,
114103764,000002E6,false,Rx,0,8,00,00,00,32,A0,FF,FF,FF,
114111839,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
114112836,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
114127832,000001D0,false,Rx,0,8,47,43,60,C6,AE,9D,3D,B2,
114135830,0000032A,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
114142830,000001D2,false,Rx,0,6,E1,0F,FF,1D,F0,FF,00,00,
114145827,000001FC,false,Rx,0,2,A0,03,00,00,00,00,00,00,
114155823,000001A6,false,Rx,0,8,02,00,00,00,00,00,04,F3,
114156826,000002F0,false,Rx,0,2,34,F0,00,00,00,00,00,00,
114180815,000004F3,false,Rx,0,8,78,42,FF,01,FF,FF,FF,FF,
114185814,000000A8,false,Rx,0,8,D9,09,02,00,02,1F,03,02,
114187814,000000AA,false,Rx,0,8,48,89,01,00,EA,0D,80,9A,
114188816,000001B4,false,Rx,0,8,00,10,E2,F8,16,30,FC,E4,
114195814,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
114199813,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,9F,96,
114201809,00000130,false,Rx,0,5,45,42,39,BF,E2,00,00,00,
114211805,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
114212805,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
114228801,000001D0,false,Rx,0,8,47,43,61,C6,3C,9E,3D,B2,
114236800,000000C0,false,Rx,0,2,F1,FF,00,00,00,00,00,00,
114239795,000002F0,false,Rx,0,2,34,F0,00,00,00,00,00,00,
114255791,000001A6,false,Rx,0,8,02,00,00,00,00,00,94,F4,
